snapshot_date,team,team_code,player,position_group,club,roster_status,availability_status,absence_note,expected_absence_matches,suspension_status,yellow_card_risk,starting_role,notes,base_roster_source,availability_source,source_url,last_checked_bj
2026-07-04,Egypt,EGY,Ahmed Fatouh,Defenders,Zamalek,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Hamdy Fathy,Defenders,Al Wakrah,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Hossam Abdelmaguid,Defenders,Zamalek,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Karim Hafez,Defenders,Pyramids,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Mohamed Abdelmonem,Defenders,Nice,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Mohamed Hany,Defenders,Al Ahly,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Ramy Rabia,Defenders,Al Ain,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Tarek Alaa,Defenders,Zamalek,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Yasser Ibrahim,Defenders,Al Ahly,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Hamza Abdelkarim,Forwards,Barcelona B,final_squad,base_roster_not_daily_verified,,,,,,,ESPN final 26-player squad list / FIFA submitted roster,,https://www.espn.com/soccer/story/_/id/48757621/2026-world-cup-squad-lists-players-announced-all-48-teams,2026-07-03 13:22
2026-07-04,Egypt,EGY,Mohamed Salah,Forwards,Liverpool,final_squad,available_fitness_managed,Hamstring strain in the Iran match; trained and is fit to play but Hossam Hassan has not confirmed whether he starts,0,,,uncertain_starter,Build both scenarios: starts as main creator or appears from bench after 60 minutes,ESPN final 26-player squad list / FIFA submitted roster,Guardian / RotoWire team news,https://www.theguardian.com/football/2026/jul/03/egypt-mo-salah-fit-to-play-australia-socceroos-after-injury,2026-07-03 13:25
